ID,TARGET,TEXT,STANCE
2769,深圳禁摩限电,还是同样的故事。中山大道，禁摩限电路段，摩的穿行，甚至逆行，蜀黍你是该出来管管了。@深圳交警 @深圳坪山交警,FAVOR
2770,深圳禁摩限电,"#深圳禁摩限电# 那穷人来深圳打工无论刮风下雨只能代步的东西公交公交还是公交,怎么感觉像一种歧视？",AGAINST
2771,深圳禁摩限电,应该封了卖电动摩托车的吧！[哼]公交车系统不完善！出租车又那么多问题！[衰]这些问题不解决，禁了有何用？ ,AGAINST
2772,深圳禁摩限电,什么时候长春也能实行啊，本来就狭窄的车道到处都是逆行的电动车，他们就仗着“反正你也不敢撞我”这种强盗一样的思想到处横冲直撞，机动车才是被欺负的一方，被挤得走走停停，整治的好，你穷不是理由。 ,FAVOR
2773,深圳禁摩限电,《沁 园 春·深圳堵车》：深圳风光，千里车流，万里人潮。望深南内外，车行如蚁；北环滨海，汽笛啸啸。司机烦躁，膀胱欲破无处尿。看日落月升，尚未过桥。交通如此糟糕，引无数驾友赴公交。叹神龙大众，慢如蜗牛；奔驰宝马，无处发飙。一代天骄，兰博基尼，泪看电摩把车超。 （转）,
2774,深圳禁摩限电,【中国摩企，拿点魄力出来！】   近日，广深两个城市加强“禁摩限电”的深一步行动，让摩托车这个已经脱离中国中高层人士视野的交通工具再次走入关注的热点。根据不完全统计，中国2015年摩托车产量仍然接近 http://t.cn/Rq5zwId,AGAINST
2775,深圳禁摩限电,转自：营商电动车近日全国部分省市又开始禁电禁摩。全世界都在关注的中国“禁摩限电”！来瞧瞧世界各国怎么说？（友情提示：请在wifi条件下观看！）|摩托解禁宣... |电动车得罪...,NONE
2776,深圳禁摩限电,深圳禁摩限电的整治行动，治标不治本的权宜之计，正是多年来政治上的雏形，每一次整治斗争，司法裹足不前，更是凸显社会矛盾。 ,AGAINST
2777,深圳禁摩限电,2016-04-07锵锵三人行 深圳“禁摩限电”引发社会舆论关注 （分享自 @凤凰视频） |2016-04-07...,NONE
2778,深圳禁摩限电,据《新京报》报道，深圳龙华新区龙华办事处下发的《关于调整交通综合整治奖励项目及标准的通知》规定，凡在“禁摩限电”的专项整治中，查获收缴加装铁甲的非法营运三轮车每查处一辆奖励600元，普通三轮摩托车、三轮电动车每辆奖励100元，拘留一人奖励500元，刑拘一人奖励2000元。,AGAINST
2779,深圳禁摩限电,深圳交警笑了：2000万人的城市，只有我们能骑摩托。 深圳“禁摩限电”，难道深圳的大街上就不会出现摩托车的身影了吗？错，不仅会出现，而且还是国产的大排摩托车，由威风凛凛的交警们驾驭着。@广东台DV现场深圳站 @深圳交警 @CCTV http://t.cn/RqNygu2,AGAINST
2780,深圳禁摩限电,我估计是市委书记被电动车撞了一下腰，所以发了疯似地刮风整顿！权力真是任性啊！【禁摩限电：懒政与腐败的变奏？】陶舜：深圳执法当局不顾反对依然坚持“禁摩限电”，反映了两个问题，一是懒政，二是懒政开启腐败空间，。 （分享自 @FT中文网） http://t.cn/RqI8ufv,AGAINST
2781,深圳禁摩限电,由于深圳龙岗区禁摩、禁电动车，便出现了大量的自行车载客现象，价钱5～10元不等，2014年的一线城市竟然有大量人力车，当时我就震惊了！这座经济特区城市一方面要保持它国际化大都市的形象，一方面又不得不依赖大量的廉价劳动力去推动经济发展。政府一刀切的懒政背后是否有考虑过“哀民生之多艰！,AGAINST
2782,深圳禁摩限电,主人离开七个月后又回到家，先躲了起来。狗狗回来后瞬间闻到了主人的味道，开始疯狂的在家寻找，最终团聚时真的开心哭了……离开再久我都记得你的味道，永远都等着你回来 |秒拍视频 .,
2783,深圳禁摩限电,深圳禁摩限电，比亚迪有罪推定-王思想的博客中国专栏 深圳禁摩限电，比亚迪有罪推定中国各地打压摩托车、电动自行车、三轮车，都是为权贵的汽车腾出路面。这是毫无疑问的。问题在于：如果仅仅为了腾路面，不至于这么疯狂。中国有多个城市打击摩托车三轮车，已经很多年了 http://t.cn/Rqi9Ugm,AGAINST
2784,深圳禁摩限电,民生呀。这是扇深圳交警耳光吗？//【莫迪亲自推广电摩 称关系“印度崛起”】 http://t.cn/Rq5dJOV,AGAINST
2785,深圳禁摩限电,我是支持深圳禁摩限电的，载客的摩的横冲直闯，亲眼见过几次事故，最开始我看抓的都是载客的，可能后来政府有奖励，交警开始抓快递了，不知道其中快递比例有多少，刚刚出门看到快递仍然在电动车送件，政府不应该一刀切，载客的这部分才应该是重点整治的对象@深圳交警 |深圳·龙华...,FAVOR
2786,深圳禁摩限电,求助：深圳这次禁摩限电，抓一人奖励多少？扣一车奖励多少？我收藏的该数字文章打不开了。,AGAINST
2787,深圳禁摩限电,每天新闻都在说深圳禁摩限电，我们百姓想知道，具体什么标准的电池车能够在深圳行驶，毕竟有太多我们这样的务工人员买不起小车，可以解答下吗,NONE
2788,深圳禁摩限电,土匪行径分享视频：#老谈说事# 禁摩限电需要这种火爆吗？拿不出国家标准，上路没有标准，为何厂商还在大肆生产？谁之过？ |秒拍视频,AGAINST
2789,深圳禁摩限电,所以你让我相信中国政府的管理能力？即便是深圳号称“经济特区”，楼市一刀切的弱智政策，禁摩禁电的一刀切懒政政策，都无一不体现出这个政府低下的管理水平。 ,AGAINST
2790,深圳禁摩限电,“深圳开展”禁摩限电“整治， 上海拍牌艰难， 未来交通出行，何去何从？”我正在听《“禁摩限电”，”天价牌照“，谁错了？ | E06》很喜欢！都来听听吧。http://t.cn/Rqtr5LB（分享自@喜马拉雅FM）,AGAINST
2791,深圳禁摩限电,#禁摩限电#世界和平,NONE
2792,深圳禁摩限电,#今日中方#  时隔9个月后禁摩限电的触动。风已过雨不停。曰:树欲静而风不止。自怀化政府下文执行禁摩规电致今9月有余。当时决心之为，满城风雨，鸡飞狗跳。我感言，冰冻三尺非一日之寒，得从各方政策着手，加大法制宣传从源头下手。至今9月有余雨在下风不停。可本人最近走在街上细心观看，舞水路路段,NONE
2793,深圳禁摩限电,"YOU jump, my jump！",NONE
2794,深圳禁摩限电,#深圳禁摩限电# 目前，@深圳龙岗交警 蜀黍们在辖区內开展禁摩限电行动。现阶段重点查处地铁口、公交站点、商业繁华区域等路段摩托车、电动车聚集兜客拉客实施非法营运的违法行为！@深圳交警 @深圳侨报,FAVOR
2795,深圳禁摩限电,深圳又出新闻严打电摩了，就问深圳地区的牛郎该如何正确骑牛？@小牛电动 |深圳·科技...,NONE
2796,深圳禁摩限电,说到底触犯的都是最底层民众的利益，有钱有权的总有办法规避和减少政策法规对自己的损害。有钱无所谓，没钱没办法。,AGAINST
2797,深圳禁摩限电,深圳禁摩限电，究竟想干什么？封杀的不是电，摩而是民心！禁摩限电没有说出的半句话：把穷人从城市里清理出去 http://t.cn/Rq5Lbud来自凤凰新闻,AGAINST
2798,深圳禁摩限电,#禁摩限电#@深圳交警 你们干的漂亮，成功的让深圳站在了舆论的风口浪尖。成为了全国行业里的标杆，各地纷纷效仿 ，有地区抓一人奖励五百。深圳不止#禁摩限电#还限外地车、限行、限号，一个车牌拍出172万的天价，就是想问下啥时候限外地人，深圳户口啥时候拍卖http://t.cn/RqfbxSt,AGAINST
2799,深圳禁摩限电,还有很多人不知道是，深圳大马路上跑的很多没上牌电动警车，都是BYD送的！都是BYD送的！都是BYD送的！ ,AGAINST
2800,深圳禁摩限电,虽然非常讨厌那些乱串乱冲的电动车，但是都不容易也能理解。一刀切未必好事，但如何更加合理合法的规范的确是个难题。,NONE
2801,深圳禁摩限电,最近深圳限摩行动很受非议，官方言：往年摩托发生交通事故的频率很高。这样的原因跟电摩没有国家标准没有什么关系。交通部门的简单的执法，似乎忘了这是个复杂的社会问题，单方面很难解决好。对于国标问题，可以直接把西方发达国家的标准弄过来用，我们很多东西都是向发达国家看齐，可取。,NONE
2802,深圳禁摩限电,放着需要驾照牌照保险的摩托车不用，放纵电动车。现在电动车问题大了，又来全城追捕。时速不超20km/h 的安全标准就是个笑话。我他妈自行车都能比这块 ，快去电动车墓地扫墓吊唁一下吧#深圳禁摩限电# |温州·水头...,FAVOR
2803,深圳禁摩限电,关于深圳禁摩限电，我举双手支持，路上那些逆行的往往是那些送快递或者是送外卖的电瓶车！吓死人！,FAVOR
2804,深圳禁摩限电,【媒体三问深圳禁摩限电：有法律依据吗？】深圳市近日集中整治“禁摩限电”，对所谓超标电动车进行查处。由于现行快递公司多依托电动车投递包裹，有快递员在车辆遭查扣时与执法部门产生冲突。媒体报道，已有4家快递企业近800辆快递三轮车被扣押，近50名快递员被拘留。http://t.cn/RqLb69W,AGAINST
2805,深圳禁摩限电,当初那群批判“占中”和“太阳花”花没脑的人，嘲笑他们被煽动！这次深圳禁摩限电正好体现出，并不是“一国两智”而是“一国一智”，不顾事实，断章取义。果然两岸三地一家亲啊！,FAVOR
2806,深圳禁摩限电,城市的禁摩只能彰显这个城市政府的无能，以及这个国家的悲哀！#深圳禁摩限电##广州禁止电动车#,AGAINST
2807,深圳禁摩限电,#深圳禁摩限电# 为什么要禁？因为很多摩、电都乱窜乱窜乱窜！不能好好爱惜下自己和别人的生命吗？禁止没错！如果没有摩、电大量乱窜行为，我对摩、电没意见,FAVOR
2808,深圳禁摩限电,深圳“禁摩限电”目前已经进入第三周。昨日，执法行动查扣了非法营运三轮车、摩托车、电动自行车共计1001辆，拘留无证78人。外卖行业的超标电动车，也被列入执法对象范围内。民警表示，外卖行业多为短途运送，需使用自行车遵规行驶。,NONE
2809,深圳禁摩限电,这规则肯定是驾校校长和4s店老板联合制定的,AGAINST
2810,深圳禁摩限电,@深圳交警 在龙胜地铁站有电摩在拉拉客哦，交警蜀黍,FAVOR
2811,深圳禁摩限电,限制的应该是大功率不达标的东西不是全部，我见过那种改装的电摩跑到100多的时速…那玩意杀伤力比别的东西厉害的多…//【深圳禁行摩托车限制电动车 首日拘留三百余人】 http://t.cn/RGsPGQA,FAVOR
2812,深圳禁摩限电,#深圳禁摩限电# 宝安大道开展禁摩限电整治行动。@深圳交警 @平安宝安 @宝安日报,FAVOR
2813,深圳禁摩限电,最好的办法是：学希特勒，把我们这些穷鬼都赶到集中营的焚尸炉里去，这样剩下的都是高贵的人，也就不用限这限那的了，他们的日子也就好过了！【禁摩限电没说出的半句话：把穷人从城市清理出去】 http://t.cn/Rq52giD（分享自 @一点资讯）,AGAINST
2814,深圳禁摩限电,@萌购 也太慢了……海运慢我不说啥，深圳走了5天！有必要这样么？就算是限制电摩你这也太慢了吧,NONE
2815,深圳禁摩限电,以前是不太明白为毛要禁摩的，但后来发现有些电瓶车开得贼快，而且老是鸣喇叭，窜来窜去，尤其是深夜在小区里开会很吵。另外车位本就不够，电瓶车不像单车可以放家里，只能到处乱塞，搞得公共区域环境很差，快点把电瓶车也给禁了吧！,FAVOR
2816,深圳禁摩限电,深圳“禁摩限电”成热点话题，普及覆盖,NONE
2817,深圳禁摩限电,河源也是4月1开始禁摩限电 ,NONE
2818,深圳禁摩限电,最近@深圳交警 的所作所为我只能呵呵。。。。禁摩限电被骂，现在就天天发摩托车电动车的交通事故来增援，汽车事故怎么就不发，酒驾撞死多人怎么就不发 都买汽车你有那么多车位吗，你有那么多号吗，都买汽车天天塞死你们。城市里面骑电动车的人很多都能买得起汽车，但是买了停哪里呢,AGAINST
2819,深圳禁摩限电,外卖小哥骑着电动车横冲直撞、险象环生，既然自己不会自律，就怨不得被管被禁 ,FAVOR
2820,深圳禁摩限电,深圳这个地方，表面光鲜，赶欧追美，底子里还是延安西柏坡思维。,AGAINST
2821,深圳禁摩限电,深圳禁摩限电就是瞎搞，经济会倒退的！,AGAINST
2822,深圳禁摩限电,#深圳禁摩限电# 吃饭会噎死哦~深圳交警你妈叫你别吃饭了,AGAINST
2823,深圳禁摩限电,发表了博文《是时候给电动车制定国家标准了》是时候给电动车制定国家标准了《中国青年报》4月13日刊载了署名朱达志的文章（原文）深圳“史上最严厉的‘禁摩限电’整治行动”日前在全国引起悍然大波，国家邮政局官|是时候&nbs...,NONE
2824,深圳禁摩限电,交管部门监管管理前提是必须做到公平，电单车作为交通工具，节能减排，节省道路资源，电单车所有者理直气壮地应该和小车所有者有同样平等的交通权。禁摩禁电是蔑视弱势群体权益的懒政行为！深圳交管部门必须检讨错误的作为！ ,AGAINST
2825,深圳禁摩限电,#深圳禁摩限电#说好的以人为本呢，有暴力执法才出现的暴力抗法，冤冤相报，循环往复，循环往复，循环往复。,AGAINST
2826,深圳禁摩限电,支持。这种车在路上尤其小区里横冲直撞，到处乱停。和机动车刮擦还不用担责任。,FAVOR
2827,深圳禁摩限电,深圳是特区，所以在深圳发生的有些事内地人不应该大惊小怪，更不必争论得面红脖子粗，例如深圳最近的“禁摩限电”，据报道，这几天仅四家快递公司就被扣800辆电动车、50名快递员被拘留。内地人争论的焦点在：“限电”是在保护富人还是在保护穷人？是保护了富人出行的顺畅，还是剥夺了穷人的出行自由？,NONE
2828,深圳禁摩限电,#深圳禁摩限电# 人民网评：深圳禁摩限电，能否“带着温度落地”？来源: 人民网(北京)（原标题：人民网评：深圳禁摩限电，能否“带着温度落地”？）深圳“史上最严”禁摩限电行动，迎来公众质疑粗暴执法等舆情。（原文人民网已经删除）http://t.cn/RqbW0hM,NONE
2829,深圳禁摩限电,所有的开心 难过 烦躁 郁闷 有你就够了 再烦生活还是得继续,NONE
2830,深圳禁摩限电,支持禁了电动车， 摩托车需考牌！  电动车速度太快又不遵守交规还走非机动车道， 见过太多因电动车出的事故了。 ps：我在北京,FAVOR
2831,深圳禁摩限电,强烈支持禁摩限电！网上那些造谣煽动民众情绪的人—没在深圳路上走过没被摩的伞刮过没被摩的刮擦过没被乱穿行的摩的撞过没被路上横七竖八堵在地铁口的摩的拉客没被摩不守交通规则惊吓过的人，你们没有资格指手画脚。就因为是现代化城市，才不能放任这些违章违停不受交通规则的行为肆意妄为。支持交警！ ,FAVOR
2832,深圳禁摩限电,简单、粗暴、极端。一大堆的社会问题谁来解决？爱深圳、请先爱深圳的老百姓,AGAINST
2833,深圳禁摩限电,#深圳禁摩限电#这不就是典型的只许州官放火，不需百姓电灯吗？有权就能黑说成白，无权你就默默挨鞭！那为啥不限槽罐车呢？为啥不限工程项目？ 人家暴力执法，那是因为你们暴力抗法啊！人家闯红灯，那是因为紧急任务啊！人家……，那是因为……!对，什么都是我们的错！,AGAINST
2834,深圳禁摩限电,别就深圳禁啊。全国都禁啊。这才是你们风范吗。你踏马敢吗？,AGAINST
2835,深圳禁摩限电,看新闻说最近深圳很多行人被罚戴绿帽子，墙裂建议警察蜀黍来深圳科技园抓闯红灯的骑电动送外卖或者骑电摩做生意的！一抓一把！尤其是上下班时间！行人好好按绿灯过马路，冷不丁就有嚣张的破电动闯红灯冲过来、冲到跟前才长按喇叭、有时候还骂行人！墙裂建议严罚！！@深圳交警,FAVOR
2836,深圳禁摩限电,#刺猬小子鬼畜红毯秀#身为一个演员，我已掌握了红毯抢镜的精髓，见人要卖萌，红毯要蹭够时间，实在不行就躺着，虽然最后差点被保安哥哥拖走，但我长得太可爱了，好多明星都过来摸我抱我，连金宇彬oppa看到我都忍不住吃我“豆腐”~ 7月22日，记得来电影院看我哟。,
2837,深圳禁摩限电,@深圳交警 警察叔叔求求你们了，管理一下电动摩托车吧！刚在海城路过红绿灯，被一个载客电摩撞了。他说刹车坏了！又冲红灯又撞人！还没刹车！求求你们了，不要让他们上路吧！,FAVOR
2838,深圳禁摩限电,深圳禁摩限电表示支持，作为骑自行车的老年人，时刻在担心不知啥时间就被后面或侧面横冲直撞的电动车要了老命。电动车悄无声息，车速极快，危险性极强。深圳的交通事故死亡率，仅电动车司机就占到26%，真不得了！禁摩限电得少死多少人那！期盼着太原市早日实行,FAVOR
2839,深圳禁摩限电,#深圳禁摩限电# 自行车、汽车也同样会引发交通事故——为何单怪他们？（我早就发现：交通的混乱，反映了“交管局”内部的混乱！）必须先严整公安交管局内部！——抓问题的根本！@深圳交警@中国政府网@人民日报,AGAINST
2840,深圳禁摩限电,说的好像全国就深圳抓电动车似的[doge]哈尔滨禁摩禁电好多年了，快递员都知道躲着交警走[doge]，说实话，电动车也挺让人头疼的，很多电动车比行人还不遵守交通规则，还没有个确切的法规能管得了，他不收交规被车撞机动车还要负责任,FAVOR
2841,深圳禁摩限电,三流决策外加疏于管理的恶果  最终只能采取非常规手段了  感觉像临时抱佛脚  决策者是不是有拖延症啊  想当初都干嘛去了 现在害苦了平民百姓 ,AGAINST
2842,深圳禁摩限电,说出自己的观点就好。无需跟他人辩论：你跟他们讲法，他们跟你讲理；你跟他们讲理，他们跟你讲法。 ,NONE
2843,深圳禁摩限电,#深圳禁摩限电#上午，@深圳龙岗交警 组织警力在南岭村和布吉长龙路段开展禁摩限电整治，目前，查扣摩托车21辆，电动三轮车1辆，抓获非法聚集兜客揽客5人，其中三人无证驾驶摩托车，现均已移交派出所办理行政拘留。@深圳交警 @深圳侨报,FAVOR
2844,深圳禁摩限电,开电车不是中国人，拉客也要付出才有钱收，如果拉客中出现个别被抢被欺骗的事发生那时你们民警的事，试问没有这种车你就天下太平？？罚了中国人民的钱...//【深圳禁摩限电对准餐饮业:只可自行车送外卖】,AGAINST
2845,深圳禁摩限电,深圳禁摩限电，也是无奈之举了。这几年交警对电单车基本是睁一只眼闭一只眼，导致电单车恶性发展，对城市交通造成了严重影响。在一些主干道上，电单车成群结队，任意穿行，机动车成了弱势群体。本人就亲历被快递电单车猛烈撞击的车祸，所幸快递员无事。本人也在交警的示意下，主动承担全责。,FAVOR
2846,深圳禁摩限电,看看包2怎样治国的禁摩限电，网言入罪，大谈人民安全感幸福感，民众却生活在生死边缘，城管暴力执法打人伤人，警察乱开枪。包2大谈正义感社会却没有正义感，包2反腐是越反越多层出不穷，出台死法律安抚民心。,AGAINST
2847,深圳禁摩限电,我就说一句话：不是每个人都能买得起汽车的！国家不能剥夺穷人的生活权利！！！ ,AGAINST
2848,深圳禁摩限电,#深圳禁摩限电#互粉送权志龙 |深圳·西乡,NONE
2849,深圳禁摩限电,深圳的执行力真不错。沈阳禁摩限电好几年了，现在马路上超标超速无牌照的电动车还是噌噌的，所谓的规定就是一阵风，骗了几个钱后就成了一纸空文。,FAVOR
2850,深圳禁摩限电,近日，深圳又开展禁摩限电运动，收缴大量电动单车、三轮车。深圳南头立交桥下，长期堆放电动单车,NONE
2851,深圳禁摩限电,3月10日，深圳蛇口港交警在辖区开展行动，对摩托车和电动自行车交通违法进行严查！无证驾驶机动车？拘留！ ,NONE
2852,深圳禁摩限电,看深圳禁摩限电行为政府一味指责电动车隐患多事故频发，一纸禁令。为什么电动车发展如此迅速？一是公共交通落后，政府又禁摩，被逼无奈中低收入者。二是乱象不怪电动车和车主本身，而是地方政府惰政，处理不好国标与市场关系。三是消灭交通工具得管理方式竟然是违法的，道交法。,AGAINST
2853,深圳禁摩限电,积极响应大家提议“第二多”的话题今晚谈深圳严厉“禁摩限电”～,NONE
2854,深圳禁摩限电,感觉从来都不会从根源上找问题。咳嗽了不是吃止咳药就行，得查病因治病根，而不是看到烂肉就切掉，不然初期看似好了，其实只是一场大病爆发前的征兆。,AGAINST
2855,深圳禁摩限电,锵锵三人行20160407 @马家辉在香港 @许子东 窦文涛  : 深圳“禁摩限电”引发社会舆论关注 |2016-04-07...,NONE
2856,深圳禁摩限电,"#贴图分享# #贴图神评论大赛# 我正在看【[原创]“禁摩限电”: 一禁天下宁，一限烦恼少？ - 凯迪手机网】,我想说：【分享】",AGAINST
2857,深圳禁摩限电,150407 UPDATE 4P 电摩少女出动!!!谢谢在深圳继续做茜茜保镖的SUKI解接我们下次见咯@宋茜-fx--victoria #宋茜# #宋茜美丽的秘密# 更多高清请戳【http://t.cn/RAxlJk8】,NONE
2858,深圳禁摩限电,快递公司应该属于企业用车！应该跟监管局协商！快递专用电动车 单位需统一办理营业许可证书！这样我觉得不应该一刀切！ ,NONE
2859,深圳禁摩限电,上个月，深圳启动史上最严的“禁摩限电”整治行动，行动开展以来，共查扣电动车17975辆、拘留874人。不过也引发了一些舆论波澜。你对“禁摩限电”有什么好建议？可以平衡道路安全与供需市场的需要？欢迎通过《第一现场》微博、微信公众号、壹深圳客户端发表意见。 ,NONE
2860,深圳禁摩限电,“禁摩限电”原因之一：深圳道路交通没有设计摩的、电动车的道路；国家无标准，行驶无牌照，上路无依据；这些是消费者的责任吗？为什么不先处罚无标准的生产消售者,AGAINST
2861,深圳禁摩限电,#深圳禁摩限电#病得不轻药不能停，神经系统坏死了，一阵一阵的说变就变。,AGAINST
2862,深圳禁摩限电,我就问你们交警还有没人性？是这样执法的吗？是杀人放火了还是烧杀抢掠了？你们的执法就这样曝光在总目睽睽之下不羞耻吗？难道你们禁摩限电是靠打老百姓伤老百姓东西才能达到效果还是完成你们的指标？别口口声声说的自己多么的仁义之师#深圳禁摩限电#,AGAINST
2863,深圳禁摩限电,没有比#禁摩限电# 更愚蠢可笑的了，这是和#治理拥堵# 对着干。逼着骑电动车的人放下电动车而开汽车上路。应该引导电动车循规蹈矩，不闯红灯不逆行，上牌对自己的行为负责。监控到多少号汽车或电动车一视同仁，违章及时通知车主前来处理，不来处理的进入信誉记录，处处受制，鼓励以电动车替代汽车出行。,AGAINST
2864,深圳禁摩限电,关于深圳禁摩限电，刚刚在某快递公司网站上发现的一张照片，实在是逼的没办法了。这么奇葩的政策，到底是为谁设计的？,AGAINST
2865,深圳禁摩限电,#深圳禁摩限电#对于改革开放先头兵，市政府一干领导班子不用骑摩电，不用为生活奔波，而那些注入城市的新鲜血液呢，那些为了服务大众走东串西的服务行业呢，都去开汽车吗？这将改变一座城，一座看起来高大上无底层无下限的城！看着那一堆摩电都是财富啊，我想说你们不要，别浪费了，捐给需要的人吧。,AGAINST
2866,深圳禁摩限电,怀念过去的当兵时代，那时候没有人情世故的复杂，那么难做人，当我现在看到深圳的（禁摩限电），治安员，警察叔叔，等，疯狂的电动车，大的抓，小的抓，我们不就没钱吗？买不起小车，挣点钱吧！还交个税，买个小电动车，送孩子上个学，被告知这条路不能走，车被抓，谁来为民做主啊,AGAINST
2867,深圳禁摩限电,希望大合肥尽早禁摩限电，汽车单双号，不是早就禁摩了吗，堵，继续……,FAVOR
2868,深圳禁摩限电,禁摩禁电有可能是为了垄断快递车 ,AGAINST
2869,深圳禁摩限电,枪不杀人，是人杀人。快播不放片，是人放片。电动车不危险，是人危险。公民私人财产神圣不可侵犯。深圳禁摩限电…,AGAINST
2870,深圳禁摩限电,支持深圳禁摩限电！ 妈的。。。电动车恐怖死闯红灯 随便变道,FAVOR
2871,深圳禁摩限电,【上千名深圳快递员准备离职！一位快递哥的内心独白 - 产业人网】深圳禁摩限电事件沸沸扬扬，快递哥无奈，有的选择了坚守，有的不堪重负选择了逃离。快递君今日得知，在深圳已有两家快递企业的上千名快递哥准备辞职 http://t.cn/RqxBPoD,AGAINST
2872,深圳禁摩限电,哦对了，最近深圳广州惠州（特别是深圳）的快件会有延误，主要原因是这个→#深圳禁摩限电#,AGAINST
2873,深圳禁摩限电,对@深圳电台先锋898 说：天天时时听你们广播，每次听到深圳禁摩限电的广播就反感，你们在说假话，深圳龙岗爱联地铁站D出口2年来平时是4辆电单车在招手招呼揽客，2016年4月1日下午看到7辆电单车前4后3，深圳交警说立即派人，但4月5日下午又看到4辆电单车堵在D出口。眼见为实啊！,FAVOR
2874,深圳禁摩限电,两轮车其实挺好的啊。出个门近点的地方很方便的，就是在过马路时如果人人都能遵守交通规则不乱闯红灯的话，那社会就和谐了 ,AGAINST
2875,深圳禁摩限电,评论寒啸 的博文【[转载]央视、人民日报齐批“禁摩限电”】："从安全角度考虑，摩托车比电动车要好，因为它有声音制动好，行路人听到摩托车声可以提前避让，电动车速度很快且质量大惯性大）制动差，最容易撞人装车互相撞。从交警方面得到的信息看70%..."查看原文：|[转载]央视...,AGAINST
2876,深圳禁摩限电,【紧急！！！见到这个女人请速报警！】24日9时40分左右，4岁男孩廖子龙在江西赣州安远县版石镇菜市场，被图中红衣女子抱走，至今尚无线索。有知情者，请拨打0797-3724042或110与警方联系。转起来！揪出人贩子，解救孩子！,
2877,深圳禁摩限电,深圳的百姓们很老实啊，欺负到原始社会了//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 http://t.cn/RqGPSED,AGAINST
2878,深圳禁摩限电,【分享自 刀笔吏 的@网易LOFTER 】里宁: 深圳严查电摩，扣人、车无数，这一雷厉风行的霹雳手段再次凸显出在吾国经商做生意所面临的无... （阅读全文：http://t.cn/RqcmzUN 下载LOFTER客户端：http://t.cn/RPU0pi2）,AGAINST
2879,深圳禁摩限电,#今日看点#1.新学期南山超4成校长变动，人事调整共涉及正、副职校长63人；2.望海学校10月开工；3.“春笋”有多高？329.5米，未来深圳西部第一高楼“身高”揭晓；4.深圳湾公园，你可以再亲民点；5.“如果需要，我们会帮忙修路”，家长盼荔海二道建设加速；6.“电摩”据守地铁口，仍有市民“挨宰。,NONE
2880,深圳禁摩限电,有理有节，备案制度应该有一两年了吧，我们公司当时集中办理过，并不是传闻的突查吧。 ,FAVOR
2881,深圳禁摩限电,#深圳禁摩限电#还好最近没买东西,NONE
2882,深圳禁摩限电,发表了博文《深圳“禁摩限电”：一锅半生不熟的夹米饭》一场被称为史上最严厉的“禁摩限电”整治行动在深圳进行，重点打击在地铁口、公交站点、口岸和商业区等非法拉客违法行为，此外，还将对严重超标、没有牌照的电|深圳“禁摩...,AGAINST
2883,深圳禁摩限电,想问@京东快递 在深圳禁摩限电的黑政策下怎么做到上午下单下午送达的？下的单以为今天收不到呢！,AGAINST
2884,深圳禁摩限电,#深圳禁摩限电#  当刻的中国应是个人行为最自由的时代了 而当我们国力越高 素质越强时  个人自由就越少了 所以。 |,AGAINST
2885,深圳禁摩限电,刚看深圳卫视第一现场报道，小偷潜入福田一小区，连偷５家，业主损失超２００万——两点联想：一，近来深圳盗窃案是否增加？二，与近来禁摩限电是否有关系，一些电动车不能载客谋生了，是否会转行做小偷？——这只是缺乏数据支撑的个人感觉，不足为凭。期待权威部门能释疑解惑。,NONE
2886,深圳禁摩限电,支持禁摩这一行动，摩托车非法营运每年都能酿成几起悲剧，闯红绿灯，不礼让行人，与机动车抢道，比比皆是！交警执法需要温和一点，切勿暴力执法！ ,FAVOR
2887,深圳禁摩限电,给非机动上机动车道的都是没开车的吧 你不知道有多讨厌？道小超它不是 不超它速度又不够又不遵守交通规则 ,FAVOR
2888,深圳禁摩限电,分享视频：深圳禁摩限电首日拘留三百余人！！http://t.cn/RqLQaP2 |秒拍视频,NONE
2889,深圳禁摩限电,深圳“禁摩限电”引发争议，摩电是民生，一刀切就是损害民生，懒政，治理摩电要抓好顶层设计。如何安全便民兼顾，习书记“治大国如烹小鲜”，摩电不只是简单的禁限，需要法制的思维创新的方式加以解决，许多城市难题，希望在实践中行之有效的方法，使城市更安全，有序文明。 ,NONE
2890,深圳禁摩限电,#治理拥堵#北京的治理拥堵毫无成效，原因是管理者陷入了火上浇油的怪圈，走不出来了。大家试想一下，禁摩限电要达到什么目的，和治理堵车有关吗？我说有，是逼着人们去买车参加拥堵。如果反过来想想，采取提倡使用电动车，促进电动车遵规守纪的一系列措施，来减少汽车上路，那拥堵不是就迎刃而解了吗？,AGAINST
2891,深圳禁摩限电,#深圳禁摩限电# 按照机动三轮车上牌就是了，就是需要C4本。,NONE
2892,深圳禁摩限电,【关于禁摩限电】这是明显的不负责任的措施，官方给出的原因是摩托车电动车造成的交通事故高，死亡人数占总数的4分之一（深圳），那请问：其它四分之三是汽车造成的吗，为何不把汽车禁了？造成交通事故的根本原因是不遵守交通规则而不是什么车，政府应该做的是规范电动车行业标准，,AGAINST
